index,Headline,Date,pred_score,Headline_x,Headline_y
3729,,30-Oct-20,-0.1,Western Union Scrambles to Comply After U.S. Sanctions Cuba,Western Union Scrambles to Comply After U.S. Sanctions Cuba
3730,,30-Oct-20,0.1,Swipe’s (SXP) Decline Might Be Coming to an End,Swipe’s (SXP) Decline Might Be Coming to an End
3731,,30-Oct-20,-0.6,Binance Responds to Allegations That Its U.S. Arm Is a Scheme to Avoid Regulators,Binance Responds to Allegations That Its U.S. Arm Is a Scheme to Avoid Regulators
3732,,30-Oct-20,-0.5,NYDFS Expresses Concern Over Bitcoin Mining & Climate Change,NYDFS Expresses Concern Over Bitcoin Mining & Climate Change
3733,,30-Oct-20,-0.4,"Bitcoin Closes Lower Highs After Rejection from $13,650","Bitcoin Closes Lower Highs After Rejection from $13,650"
3734,,30-Oct-20,-0.3,Basic Attention Token (BAT) Descending Wedge Could Be Bulls’ Last Hope,Basic Attention Token (BAT) Descending Wedge Could Be Bulls’ Last Hope
3735,,30-Oct-20,0.5,Fidelity Digital Partnership Brings Crypto to Wealthy Asian Investors,Fidelity Digital Partnership Brings Crypto to Wealthy Asian Investors
3736,,30-Oct-20,-0.4,Cardano (ADA) Fails to Overtake Crucial Resistance Level,Cardano (ADA) Fails to Overtake Crucial Resistance Level
3737,,30-Oct-20,0.6,Coinbase Debit Card Rolled Out for US Customers,Coinbase Debit Card Rolled Out for US Customers
3738,,30-Oct-20,-0.7,"Zcash (ZEC) Rejected from Resistance, Likely Confirming Bearish Trend","Zcash (ZEC) Rejected from Resistance, Likely Confirming Bearish Trend"
3739,,29-Oct-20,0.7,Atari Chief: ‘I’m a Big Supporter of the Blockchain’,Atari Chief: ‘I’m a Big Supporter of the Blockchain’
3740,,29-Oct-20,0.3,Gemini to Offer Real-Time Crypto Tax Services,Gemini to Offer Real-Time Crypto Tax Services
3741,,29-Oct-20,-0.2,VET Retests Support After Failed Upward Move,VET Retests Support After Failed Upward Move
3742,,29-Oct-20,0.3,"Bank of Canada Making Progress on CBDC, Urges Intl. Cooperation","Bank of Canada Making Progress on CBDC, Urges Intl. Cooperation"
3743,,29-Oct-20,0.1,"Cambodia Launches Its CBDC, With a Twist","Cambodia Launches Its CBDC, With a Twist"
3744,,29-Oct-20,-0.6,MakerDAO Flash Loan Threat Weakens Tokenized Governance,MakerDAO Flash Loan Threat Weakens Tokenized Governance
3745,,29-Oct-20,0.6,FTX Crypto Exchange Debuts Tokenized Stock Trading,FTX Crypto Exchange Debuts Tokenized Stock Trading
3746,,29-Oct-20,-0.5,Bitcoin Drops After Failure to Sustain Breakout,Bitcoin Drops After Failure to Sustain Breakout
3747,,29-Oct-20,0.7,Total Cryptocurrency Marketcap Rapidly Outperforming the Altcoin Market Cap,Total Cryptocurrency Marketcap Rapidly Outperforming the Altcoin Market Cap
3748,,29-Oct-20,-0.2,Mastercard CEO Sides with CBDCs over Bitcoin to Help the Unbanked,Mastercard CEO Sides with CBDCs over Bitcoin to Help the Unbanked
3749,,29-Oct-20,-0.6,"DFI.Money (YFII) Reaches Double-Bottom, Struggles to Hold Support","DFI.Money (YFII) Reaches Double-Bottom, Struggles to Hold Support"
3750,,28-Oct-20,0.5,Avanti Becomes Latest Crypto Startup to Win Bank Charter in Wyoming,Avanti Becomes Latest Crypto Startup to Win Bank Charter in Wyoming
3751,,28-Oct-20,0.1,BTCD Breaks Out But Has Yet to Clear Long-Term Resistance,BTCD Breaks Out But Has Yet to Clear Long-Term Resistance
3752,,28-Oct-20,0.7,Bitcoin’s NVT Price at an All-Time High: Willy Woo,Bitcoin’s NVT Price at an All-Time High: Willy Woo
3753,,28-Oct-20,-0.3,XTZ Targets Closest Support After Triangle Breakdown,XTZ Targets Closest Support After Triangle Breakdown
3754,,28-Oct-20,0.3,MicroStrategy’s Michael Saylor Discloses Personal Bitcoin Investment,MicroStrategy’s Michael Saylor Discloses Personal Bitcoin Investment
3755,,28-Oct-20,0.4,Chief NYSE Regulator Hired as Crypto Advisor for Andreessen Horowitz,Chief NYSE Regulator Hired as Crypto Advisor for Andreessen Horowitz
3756,,28-Oct-20,-0.7,Crypto Scammers Successfully Hack Trump Campaign Website ,Crypto Scammers Successfully Hack Trump Campaign Website 
3757,,28-Oct-20,0.1,Blockchain Voting Talks Revived After Ballot Box Is Set Ablaze,Blockchain Voting Talks Revived After Ballot Box Is Set Ablaze
3758,,28-Oct-20,-0.6,‘Toothless’ Ethereum Killers Criticized for Heavily Weighted Token Distribution,‘Toothless’ Ethereum Killers Criticized for Heavily Weighted Token Distribution
3759,,28-Oct-20,0.2,Bitcoin Breaks from Pattern but Could Be Nearing a Top,Bitcoin Breaks from Pattern but Could Be Nearing a Top
3760,,28-Oct-20,-0.5,DeFi Farmers Reverting to Safe Haven Assets as Governance Tokens Tank,DeFi Farmers Reverting to Safe Haven Assets as Governance Tokens Tank
3761,,14-Dec-23,0.6,Line Next’s $140M Funding Fuels Ambitious Global Web3 and NFT Marketplace Venture,Line Next’s $140M Funding Fuels Ambitious Global Web3 and NFT Marketplace Venture
3762,,14-Dec-23,0.9,Avalanche (AVAX) Hits New Yearly High at $42.90 – What’s the Next Price Target?,Avalanche (AVAX) Hits New Yearly High at $42.90 – What’s the Next Price Target?
3763,,14-Dec-23,0.6,Crypto Markets Bounce as Fed Signals Three Interest Rate Cuts in 2024,Crypto Markets Bounce as Fed Signals Three Interest Rate Cuts in 2024
3764,,14-Dec-23,0.8,"Coinbase Adds BONK Meme Coin Support, Price Rally Goes Bonkers","Coinbase Adds BONK Meme Coin Support, Price Rally Goes Bonkers"
3765,,14-Dec-23,-0.8,Gemini Earn Users May Only Get 60% of Their Crypto Funds Back,Gemini Earn Users May Only Get 60% of Their Crypto Funds Back
3766,,14-Dec-23,0.3,Blockchain.com Plans to Increase Staff in European Expansion Effort,Blockchain.com Plans to Increase Staff in European Expansion Effort
3767,,14-Dec-23,0.1,SEC Postpones Verdict on Invesco Galaxy Ethereum ETF Until 2024 ,SEC Postpones Verdict on Invesco Galaxy Ethereum ETF Until 2024 
3768,,13-Dec-23,0.2,FASB Introduces New Accounting Rules for Treating Crypto in the US,FASB Introduces New Accounting Rules for Treating Crypto in the US
3769,,13-Dec-23,-0.9,3AC Co-Founder Grilled in Singapore Court Over Crypto Fund’s Collapse,3AC Co-Founder Grilled in Singapore Court Over Crypto Fund’s Collapse
3770,,13-Dec-23,0.1,Full List of Bitcoin ETFs Waiting Approval in January 2024 and Deadlines,Full List of Bitcoin ETFs Waiting Approval in January 2024 and Deadlines
3771,,13-Dec-23,0.8,"Worldcoin (WLD) Price Surges 10% After Major Integrations with Shopify, Mercado Libre, and More","Worldcoin (WLD) Price Surges 10% After Major Integrations with Shopify, Mercado Libre, and More"
3772,,13-Dec-23,0.5,COTI Plans Privacy-Focused Ethereum Layer-2 Solution Through V2 Upgrade – Bullish for Price?,COTI Plans Privacy-Focused Ethereum Layer-2 Solution Through V2 Upgrade – Bullish for Price?
3773,,13-Dec-23,-0.2,Chainlink (LINK) Dips After Yearly High – When Will Uptrend Resume?,Chainlink (LINK) Dips After Yearly High – When Will Uptrend Resume?
3774,,13-Dec-23,0.1,"Bitcoin Has ‘Died’ 474 Times, but Can It Really Be Killed?","Bitcoin Has ‘Died’ 474 Times, but Can It Really Be Killed?"
3775,,13-Dec-23,-0.1,Litecoin (LTC) Price Battles at Key Support – Will It Sink or Swim?,Litecoin (LTC) Price Battles at Key Support – Will It Sink or Swim?
3776,,13-Dec-23,-0.4,Binance Seeks Dismissal of SEC Suit Amid Recent Legal Challenges,Binance Seeks Dismissal of SEC Suit Amid Recent Legal Challenges
3777,,28-Oct-20,0.7,Litecoin’s (LTC) Pattern Breakout Signals Bullish Trend,Litecoin’s (LTC) Pattern Breakout Signals Bullish Trend
3778,,27-Oct-20,0.8,"Investors, Customers Reward MicroStrategy for Using Bitcoin as Treasury Reserve Asset","Investors, Customers Reward MicroStrategy for Using Bitcoin as Treasury Reserve Asset"
3779,,27-Oct-20,0.5,Grayscale: 55% of US Investors Are Interested in Bitcoin,Grayscale: 55% of US Investors Are Interested in Bitcoin
3780,,27-Oct-20,0.4,Two Altcoins That Have Flipped Important Resistance Levels,Two Altcoins That Have Flipped Important Resistance Levels
3781,,27-Oct-20,-0.6,Could an Ethereum Miner Dump Drive ETH Prices Lower?,Could an Ethereum Miner Dump Drive ETH Prices Lower?
3782,,27-Oct-20,0.6,JPMorgan Creates New Business Unit for Blockchain and Digital Currency,JPMorgan Creates New Business Unit for Blockchain and Digital Currency
3783,,27-Oct-20,0.3,Whale Moves $1.16B Bitcoin in Largest-Ever Dollar Transaction,Whale Moves $1.16B Bitcoin in Largest-Ever Dollar Transaction
3784,,27-Oct-20,-0.7,Darknet Marketplaces Expanding Amid Growing Appetite for Illegal Goods,Darknet Marketplaces Expanding Amid Growing Appetite for Illegal Goods
3785,,27-Oct-20,-0.4,"0x (ZRX) Struggles to Find Footing, Searches for Support","0x (ZRX) Struggles to Find Footing, Searches for Support"
3786,,27-Oct-20,0.6,Singaporean Banking Giant DBS Reportedly Launching Digital Asset Exchange,Singaporean Banking Giant DBS Reportedly Launching Digital Asset Exchange
3787,,27-Oct-20,0.0,Bitcoin Consolidates While Giving Off Mixed Technical Signals,Bitcoin Consolidates While Giving Off Mixed Technical Signals
3788,,27-Oct-20,-0.8,Harvest Finance Releases Attack Postmortem After Losing $24 Million,Harvest Finance Releases Attack Postmortem After Losing $24 Million
3789,,27-Oct-20,0.4,Polkadot (DOT) Might Have Begun An Upward Trend,Polkadot (DOT) Might Have Begun An Upward Trend
3790,,26-Oct-20,-0.7,$29 Million in Bitcoin Seized From Dutch Dark Web Money Launderers,$29 Million in Bitcoin Seized From Dutch Dark Web Money Launderers
3791,,26-Oct-20,0.2,China’s Digital Yuan to Complement WeChat and Alipay,China’s Digital Yuan to Complement WeChat and Alipay
3792,,26-Oct-20,0.1,Crypto Market Takes Notice as Bitcoin Attempts to Trade Independently From Stocks,Crypto Market Takes Notice as Bitcoin Attempts to Trade Independently From Stocks
3793,,26-Oct-20,0.7,"Ethereum 2.0 “Nearly Ready” for Launch, Says Auditor","Ethereum 2.0 “Nearly Ready” for Launch, Says Auditor"
3794,,26-Oct-20,0.5,Ethereum Reaches Daily Close Above $400 – What’s Next?,Ethereum Reaches Daily Close Above $400 – What’s Next?
3795,,26-Oct-20,-0.1,Brad Garlinghouse Disagrees With Coinbase’s Zero Politics Stance,Brad Garlinghouse Disagrees With Coinbase’s Zero Politics Stance
3796,,26-Oct-20,-0.8,"Harvest Finance Hacked for $24 Million, Puts Bounty on Alleged Attacker","Harvest Finance Hacked for $24 Million, Puts Bounty on Alleged Attacker"
3797,,26-Oct-20,-0.6,Ethereum Dev Contests Charges Of Violating US-North Korea Sanctions,Ethereum Dev Contests Charges Of Violating US-North Korea Sanctions
3798,,26-Oct-20,0.9,Bitcoin Reaches Highest Weekly Close in Nearly Three Years,Bitcoin Reaches Highest Weekly Close in Nearly Three Years
3799,,26-Oct-20,0.7,"DeFi Farmers Go Bananas for BOND, Over $1M Liquidity Pours In","DeFi Farmers Go Bananas for BOND, Over $1M Liquidity Pours In"
3800,,26-Oct-20,0.4,A DeFi Future Unveiled at Virtual Ethereum Hackathon,A DeFi Future Unveiled at Virtual Ethereum Hackathon
