index,Headline,Date,pred_score,Headline_x,Headline_y
6910,IOTA Breaks out Above Long-Term Resistance Line,21-Jan-20,0.5,,
6911,Bitmain Advised to Rescind U.S. IPO Plans Due to Association with BitClub Ponzi Scheme,21-Jan-20,-0.7,,
6912,Google Stadia Announces 2020 Roadmap: 120 More Games About to Arrive,20-Jan-20,0.1,,
6913,Tech Giants Rally Around Google in Landmark Case Against Oracle,20-Jan-20,0.1,,
6914,EOS Reversal Pattern Could Take It to 5000 Satoshis,20-Jan-20,0.1,,
6915,Bitcoin SV Has More Trading Volume Than XRP (But Is It Real?),20-Jan-20,0.1,,
6916,Tether Set to Burn $64.6M in USDT at Treasury,20-Jan-20,0.1,,
6917,XLM Initiates a Strong Bounce at the Range Low,20-Jan-20,0.3,,
6918,"Satoshi Nakamoto and 2,152 Billionaires Control the Same Wealth as Half of Humanity",20-Jan-20,0.1,,
6919,Cardano Moves Above 500 Satoshis: Is a Breakout Incoming?,20-Jan-20,0.1,,
6920,Bitcoin Only Getting Cheaper as Whale Moves Another $450M for Just $0.25,20-Jan-20,0.1,,
6921,Bitcoin Price Dip Allegedly Caused by Binance Whales,20-Jan-20,-0.3,,
6922,Bitcoin Analysis for 2020-01-20 [Premium Analysis],20-Jan-20,0.1,,
6923,Bitcoin Basher’s ‘Corrupted Wallet’ Prompts Pro-Centralization Admission From Binance CEO,20-Jan-20,-0.5,,
6924,"Bitcoin’s Next Peak May ‘Only’ Be $80,000, Says Analyst",20-Jan-20,0.1,,
6925,Altcoin Numbers Continue Exploding in Spite of ICO History,20-Jan-20,0.1,,
6926,Bitcoin’s Advantages Highlighted by Huge Global Gold Repatriations,20-Jan-20,0.5,,
6927,Researchers Find Malicious Apps Perpetrating Financial Fraud on Google Play Store,19-Jan-20,-0.6,,
6928,Block.one Turning Against EOS Outlines Major Issues With the Platform,19-Jan-20,-0.7,,
6929,Canada 5G Network Rollout to Begin in Four Largest Cities,19-Jan-20,0.1,,
6930,"Waltonchain Lockup Period Expires, Team’s Tokens to Be Released",19-Jan-20,0.1,,
6931,"Bitcoin Hash Rate Continues Climbing to New High, Indicating Healthy Pre-Halving Network Activity",19-Jan-20,0.8,,
6932,"Nikkei Index Finally Recovers to 1990 Levels, Points to Bitcoin",19-Jan-20,0.1,,
6933,Cryptocurrency Shines as US Mortgage Debt Exceeds 2008 Levels,19-Jan-20,0.3,,
6934,Bitcoin’s Potential Intensifies as Student Debt Figures Add to Gloomy Global Outlook,19-Jan-20,0.3,,
6935,iPhones Can Now Be Used as Built-In Phone Security Keys for Google Apps,18-Jan-20,0.1,,
6936,Ethereum Classic’s Re-Entry Into Crypto Top 10 Short-Lived,18-Jan-20,-0.2,,
6937,STEEM Price Pumps After Adding NFT Support,18-Jan-20,0.7,,
6938,"Facebook, Tesla and Netflix Stocks Prove Investors Are Jumpy, Can Miss Bitcoin",18-Jan-20,0.1,,
6939,"Binance Coin Burns Are Not Priced In, Claims Creator",18-Jan-20,0.1,,
6940,Bitcoin May Not Beat Gold & Forex as Safe Haven Asset,18-Jan-20,-0.3,,
6941,LINK’s Parabolic Increase Continues [Premium Analysis],18-Jan-20,0.7,,
6942,Bitcoin Investors May Head to Dividend Stocks Due to Market Volatility,18-Jan-20,-0.2,,
6943,"Augur Doubles in Value Before Retracing Slightly, Will Another Surge Follow? [Premium Analysis]",18-Jan-20,0.1,,
6944,Alternatives Like Bitcoin Becoming Necessary as World Debt Reaches Record $253 Trillion,17-Jan-20,0.3,,
6945,Ripple (XRP) Price Trend Put to Test at $0.55 Support – Can It Reach $1?,22-Nov-23,0.1,,
6946,Polkadot (DOT) Price to New Highs? Here’s What Bulls Need to Do,22-Nov-23,0.1,,
6947,Over $85 Million Transferred From HECO Bridge to Suspicious Address,22-Nov-23,-0.7,,
6948,Stellar (XLM) Price Faces Crossroads at $0.11 Support – What Lies Ahead?,22-Nov-23,0.1,,
6949,Worldcoin (WLD) Price Jumps as Sam Altman Returns to OpenAI,22-Nov-23,0.5,,
6950,Binance May Be Able to Pay $4.3B Fine Without Selling Any Crypto ,22-Nov-23,0.1,,
6951,Circle’s Bridged USDC Standard Boosts New Blockchains,22-Nov-23,0.5,,
6952,SEC Continues to Drag Feet on Coinbase Call For Crypto Clarity,22-Nov-23,-0.3,,
6953,"ChatGPT Launches Voice Feature, Free for Everyone",22-Nov-23,0.1,,
6954,AXS Price in Peril: Can Axie Infinity Top Holders Rescue It?,22-Nov-23,-0.4,,
6955,Crypto Community Reacts To Binance CEO CZ Stepping Down,22-Nov-23,-0.1,,
6956,BNB Price Tumbles 10% After Changpeng Zhao Steps Down as Binance CEO,21-Nov-23,-0.7,,
6957,Blast’s Early Access Generates $60 Million TVL: Exciting Launch or Potential Rug Pull?,21-Nov-23,-0.3,,
6958,Binance in the Spotlight as US Department of Justice Announces Crypto Enforcement Action,21-Nov-23,-0.6,,
6959,Cardano Staking Valuation Hits $8.9 Billion – Will it Drive ADA Price to $0.50?,21-Nov-23,0.4,,
6960,Shiba Inu (SHIB) Price Faces Critical Test – Will It Bounce or Break Down?,21-Nov-23,-0.2,,
6961,When Will the Tezos Correction End? [Premium Analysis],17-Jan-20,-0.1,,
6962,Study Reveals Vulnerability of U.S. Telecos to SIM Swapping Attacks,17-Jan-20,-0.7,,
6963,"Bitcoin Will Reach $400,000 After Halving, History Dictates",17-Jan-20,0.6,,
6964,The Ethereum Price Is Rapidly Approaching ₿0.02,17-Jan-20,0.1,,
6965,Bitcoin Kicks Off New Year with Best-Looking First Quarter Since 2012,17-Jan-20,0.8,,
6966,Basic Attention Token (BAT) Making Another Breakout Attempt,17-Jan-20,0.3,,
6967,"No, Bitcoin SV Will Not ‘Run the Internet’ Someday",17-Jan-20,-0.5,,
6968,Bitcoin Analysis for 2020-01-17 [Premium Analysis],17-Jan-20,0.1,,
6969,"ATOM Reversal Pattern Could Take it to 64,000 Satoshis",17-Jan-20,0.4,,
6970,More Than $1 Billion in Bitcoin Moved in 10 Minutes for $84,17-Jan-20,0.2,,
6971,"Bitcoin SV Enters Top-Five on ‘Pretty Genius’ Wash Trading Play, Claims Analyst",17-Jan-20,-0.6,,
6972,"CNBC Bullish on Bitcoin Again, Local Top May Already Be in",16-Jan-20,0.4,,
6973,Monero Has Broken Out Above Its Long-Term Bearish Trendline,16-Jan-20,0.5,,
6974,Washington Sends Envoy to Convince Britain to Ditch Huawei’s 5G Plan,16-Jan-20,-0.1,,
6975,Turkish City Konya Plans to Release Its Own Cryptocurrency,16-Jan-20,0.2,,
6976,TRON Price Breakout Could Reach 320 Satoshis,16-Jan-20,0.4,,
6977,Cryptocurrency Industry Debates Digital Dollar as Former Regulators Form Think Tank,16-Jan-20,0.1,,
6978,Bitcoin SV Short May Be the Most Profitable Opportunity of 2020,16-Jan-20,-0.3,,
6979,"Enjin Coin (ENJ) Could Breakout Above 1,200 Satoshis in February",16-Jan-20,0.5,,
6980,5 Easy Ways to Improve Your Cryptocurrency Trading Profits,16-Jan-20,0.2,,
6981,Telegram Token Sale Canceled on Liquid Due to Failed Mainnet Launch,16-Jan-20,-0.6,,
6982,Bitcoin Bulls Bolstered by Fresh $20M USDC Printing,16-Jan-20,0.4,,
6983,Grin Hard Fork Sees Altcoin Surge 23%,16-Jan-20,0.6,,
6984,Bitcoin Stash Worth $1.1 Billion Transferred for Just $0.48,16-Jan-20,0.2,,
6985,Bitcoin Analysis for 2020-01-16 [Premium Analysis],16-Jan-20,0.1,,
6986,Get Ready: TRIBTC Will Launch Its Peer-to-Peer Crypto Options Platform,16-Jan-20,0.2,,
6987,"BCH Breaks Out Above Its Trading Range, Targeting ₿0.044",16-Jan-20,0.5,,
6988,Are Central Bank Policies Causing the Cryptocurrency Pump?,16-Jan-20,0.1,,
6989,Ravencoin’s Support Area Could Be the Catalyst for Another Upward Move,16-Jan-20,0.3,,
6990,"Bitcoin SV Sees Large Volume at Binance JEX, But Didn’t Binance Delist BSV?",16-Jan-20,-0.2,,
6991,Bitcoin Might Have Already Reached Its 2020 Bottom,15-Jan-20,0.1,,
6992,Bitcoin SV Daily Volume Nearly Topping Market Cap Shows Something Is Amiss,15-Jan-20,-0.4,,
6993,EOS Breaks out and Begins an Upward Move,15-Jan-20,0.5,,
6994,"Bitcoin SV Delistings Helping It Scam Pump, Claims Bitfinex Whale",15-Jan-20,-0.7,,
6995,Russian Hackers Targeted Ukranian Gas Firm During Impeachment Trials,15-Jan-20,-0.8,,
6996,Can Dogecoin Break Out Above Moving Average Resistance?,15-Jan-20,0.2,,
6997,Ethereum Classic Sees Big Gains as Futures Come to Binance,15-Jan-20,0.6,,
6998,Bitcoin Futures See Most Active Day Since October,15-Jan-20,0.3,,
6999,Bitcoin Analysis for 2020-01-15 [Premium Analysis],15-Jan-20,0.1,,
7000,Bitcoin Disciples Vent as Forked Chains Fly in Altcoin Resurgence,15-Jan-20,-0.2,,
7001,"Vechain Has Likely Finished Its Correction, a Breakout Awaits",15-Jan-20,0.5,,
7002,China’s Overreaching Social Credit System Makes Room for Bitcoin to Shine,15-Jan-20,0.3,,
7003,"US Government Fears China’s Spies, Might Permanently Halt Civilian Drone Program",15-Jan-20,-0.2,,
7004,NEO Has Increased Above $10 – What’s Next?,15-Jan-20,0.1,,
7005,"Bitcoin Can Help Solve World’s Economic Woes, Printing Money Will Not",15-Jan-20,0.3,,
7006,"‘Bitcoin Maximalism’ Coined by Ethereum Founder to Shill ETH, Claims Analyst",15-Jan-20,-0.4,,
7007,ZRX’s Breakout Could Initiate an Increase of 45%,14-Jan-20,0.5,,
7008,Bitcoin Outperformed by Mysterious Precious Metal With 220% Gains in 2019,14-Jan-20,0.2,,
7009,IOTA Makes Attempt at Moving Above $0.20,14-Jan-20,0.3,,
7010,Bitcoin SV Briefly Flips Bitcoin Cash in Market Cap After Explosive Rise,14-Jan-20,0.6,,
7011,"Bitcoin Futures Open Interest Close to $3 Billion, BTC Price Set to Trend Up",14-Jan-20,0.7,,
7012,Ethereum Could End Its Seven Month Downward Trend,14-Jan-20,0.1,,
7013,PAX Treasury Mints $5.7M Binance USD and $1.1M Paxos Standard,14-Jan-20,0.1,,
7014,Missing Bitcoin Key Appears: Craig Wright’s ‘Shadowy Courier’ Reportedly Delivers,14-Jan-20,0.2,,
7015,Bitcoin Analysis for 2020-01-14 [Premium Analysis],14-Jan-20,0.0,,
7016,Bitcoin at $100k More Likely Than Ever: Analysts Make Case for Huge Gains,14-Jan-20,0.8,,
7017,Zcash (ZEC) May Have Finally Reached a Bottom,14-Jan-20,0.3,,
7018,Leverage Playing a Big Role in Skewed Cryptocurrency Volume Numbers,14-Jan-20,-0.3,,
7019,"DASH Breaks out Above 800,000 Satoshis",14-Jan-20,0.4,,
7020,Binance Blocks Russian User at Behest of Ukrainian Law Enforcement,13-Jan-20,-0.5,,
7021,Ethereum Classic Is Nearing a Major Resistance Area: Will It Successfully Break Out?,13-Jan-20,0.1,,
7022,Researchers Discover Preinstalled Malware on Government Issued Smartphones,13-Jan-20,-0.7,,
7023,Strong Case for Bitcoin: GoFundMe Blocks Canadian Fundraisers Referencing Iran,13-Jan-20,0.4,,
7024,Will Bitcoin Cash Break out Above Its Long-Term Trading Range?,13-Jan-20,0.1,,
7025,Bitcoin’s Massive Upcoming Difficulty Adjustment (And What It Means),13-Jan-20,0.1,,
7026,"Litecoin Could Increase Above 700,000 Satoshis",13-Jan-20,0.5,,
7027,"Justin Sun Promises One Million TRX to ‘Troll,’ Twitter Lights Up",13-Jan-20,0.2,,
7028,IE Option: Trading up to 91% Profitability,13-Jan-20,0.7,,
7029,"TRON Founder Announces Secret Project, Critics Skeptical ",13-Jan-20,-0.2,,
7030,Bitcoin Analysis for 2020-01-13 [Premium Analysis],13-Jan-20,0.0,,
7031,"Bitcoin Option Calls Indicate Price Could Hit $12,000 in June",13-Jan-20,0.6,,
7032,How Asia Will Dominate The Cryptocurrency Industry in 2020,13-Jan-20,0.3,,
7033,"Bitcoin Will Double in 2020, According to Leading Research Firm",12-Jan-20,0.8,,
7034,Bitcoin Jumps While Low Interest Rates Drive Second Largest Corporate Debt Issuance,12-Jan-20,0.2,,
7035,"Bitcoin Stays Over $8,000 While Dow Retreats From ATH",12-Jan-20,0.4,,
7036,The FCT Price Could Increase by 9x in 2020,12-Jan-20,0.7,,
7037,Ethereum Will Be ‘Investment of the Decade’ If It Follows This Chart,12-Jan-20,0.6,,
7038,"Bitcoin Will Adopt Altcoin Innovations If They Increase Its Value Proposition, Claims Analyst",12-Jan-20,0.1,,
7039,Was DeFi the Best Option for Cryptocurrency Investing in 2019?,11-Jan-20,0.1,,
7040,SegWit Adoption Opens New Year with All-Time High Transactions,11-Jan-20,0.4,,
7041,"Deribit Cryptocurrency Exchange Withdraws From Europe, Others Likely to Follow",11-Jan-20,-0.4,,
7042,How Bitcoin Really Has Become a Digital Gold Store of Value,11-Jan-20,0.4,,
7043,"Bitcoin SV Seeing Consistent Transaction Growth, but Who’s Really Using It?",11-Jan-20,0.1,,
7044,Baidu Launches First Beta Blockchain Network Among Chinese Tech Giants,11-Jan-20,0.3,,
7045,CME Bitcoin Options Could Launch as Early as Next Week,10-Jan-20,0.1,,
7046,Hackers Could Exploit Modern Technology to Sabotage Car Systems,10-Jan-20,-0.7,,
7047,Stolen Ethereum From November’s Upbit Hack Still Being Moved (And Tracked),10-Jan-20,-0.6,,
7048,Is the DAG Correction Over? Outlining Future Price Movement,10-Jan-20,0.0,,
7049,Altcoin Lisk Suddenly Pumps Versus Rest of Cryptocurrency Market,10-Jan-20,0.4,,
7050,PewDiePie Livestreamed on TRON-Powered Platform,10-Jan-20,0.2,,
7051,Tezos Could Trade Inside a Symmetrical Triangle for the Majority of 2020,10-Jan-20,0.0,,
7052,Crypto Asset Companies to Fall Under UK FCA Supervision,10-Jan-20,-0.2,,
7053,Bitcoin SV Pumps Following Craig Wright Legal Developments,10-Jan-20,0.3,,
7054,Will Ocean Protocol Break Down Below Long-Term Support?,10-Jan-20,-0.5,,
7055,Elon Musk Tweets About Bitcoin (Again),10-Jan-20,0.1,,
7056,"Bitcoin Halving 2020 Won’t Pack Enough Punch to Pump Price, Claims Study",10-Jan-20,-0.3,,
7057,Bitcoin Analysis for 2020-01-10 [Premium Analysis],10-Jan-20,0.1,,
7058,QNT Has Almost Reached a Bottom – When Will the Upward Move Begin?,10-Jan-20,0.2,,
7059,"U.S. Has 66% of All Bitcoin ATMs, Asia Far Behind",10-Jan-20,0.1,,
7060,Bitcoin Dominance Rate Aiming To Move Above 2019 Highs,10-Jan-20,0.3,,
7061,"Ethereum-Based Defi Growth ‘Parabolic,’ Wider Sector Expands 130% in One Year",10-Jan-20,0.7,,
7062,"Stratis Nearing All-Time Lows, Is a Reversal in the Cards?",09-Jan-20,-0.6,,
7063,Donald Trump’s Shameless Stock Market Pump Could Affect Bitcoin,09-Jan-20,-0.2,,
7064,Iranian Hackers Hit Bahrain’s National Oil Company with Data Wiping Malware,09-Jan-20,-0.7,,
7065,ICX Has Officially Fallen To a New All-Time Low,09-Jan-20,-0.8,,
7066,eBay and Facebook Cracking Down on ‘Misleading Product Reviews’,09-Jan-20,-0.3,,
7067,"Binance is Faking Its Numbers, Claims Bitfinex Whale",09-Jan-20,-0.7,,
7068,The Waves Price Fails to Break out Above Decisive Resistance,09-Jan-20,-0.4,,
7069,TRON dApp Total Surpasses EOS for First Time,09-Jan-20,0.5,,
7070,Bitcoin Futures Skyrocketed Over $20 Billion Yesterday,09-Jan-20,0.6,,
7071,OmiseGO Is Creating Successive All-Time Lows: Is There a Reversal in Sight?,09-Jan-20,-0.6,,
7072,Binance CEO Admits to Shilling Binance Coin and Bitcoin,09-Jan-20,-0.5,,
7073,Bitcoin Analysis for 2020-01-09 [Premium Analysis],09-Jan-20,0.1,,
7074,Bitmain Slashes Staff in Preparation of Next Bitcoin Halving,09-Jan-20,-0.4,,
7075,An ATOM Decrease Below the Current Support Could End the Upward Trend,09-Jan-20,-0.5,,
7076,"Tax Hysteria Over Cryptocurrencies Likely Overblown, IRS Audits Drop to Lowest Level in Decades",09-Jan-20,-0.1,,
7077,Bitcoin and Gold Increase Amidst Geopolitical Friction,09-Jan-20,0.4,,
7078,TikTok’s Owner Pivots to Blockchain as App Security Flaws Grow,09-Jan-20,-0.3,,
7079,Binance Coin Attempts to Hold on to Crucial Support,08-Jan-20,-0.2,,
7080,Google Changes Bug-Reporting Policy for Developers,08-Jan-20,0.0,,
7081,"Bitcoin to Top $14,000 Before May, If History Repeats",08-Jan-20,0.7,,
7082,Ransomware Gang Holds Foreign Exchange Firm Travelex for Ransom,08-Jan-20,-0.7,,
7083,Bitcoin’s Future Trend Could Be Determined by This Indicator,08-Jan-20,0.1,,
7084,Bitcoin Cools After Trump De-Escalates War With Iran,08-Jan-20,-0.1,,
7085,Ethereum to Outperform Bitcoin While Tether Recedes: 10 Cryptocurrency Industry Predictions,08-Jan-20,0.2,,
7086,XRP Price Quickly Erases Gains Following Binance Futures Addition,08-Jan-20,-0.4,,
7087,Cryptocurrency Theft Totals Quickly Approaching $20B Over the Past Decade,08-Jan-20,-0.8,,
7088,Bitcoin Analysis for 2020-01-08 [Premium Analysis],08-Jan-20,0.1,,
7089,"Binance CEO Denies XRP Insider Trading, Litecoin Futures Addition Suggests Otherwise",08-Jan-20,-0.6,,
7090,"Bitcoin Soars to $8,400 Amid Middle East Conflict, Dominance Breaks Three-Month High",08-Jan-20,0.7,,
7091,Will Ethereum (ETH) Break Out Above Resistance Or Fall To New Lows?,08-Jan-20,-0.1,,
7092,Total Cryptocurrency Market Cap Approaches Decisive Level for Its Long-Term Trend,08-Jan-20,0.1,,
7093,Bitmain Co-Founder Calls 50% Layoff a ‘Near-Suicide’ Mistake,08-Jan-20,-0.7,,
7094,Link’s Accelerating Increase Could Push It to a New All-Time High,08-Jan-20,0.8,,
7095,Here Are the Five Blockchain Projects to Keep an Eye on in 2020,08-Jan-20,0.1,,
7096,Bitcoin Market Could Capitalize on Booming Fixed Income ETF Demand,07-Jan-20,0.4,,
7097,FBI Warns Against High-Impact Threat: Windows 10 App-Killing Malware is Evolving,07-Jan-20,-0.8,,
7098,TRON Reaches Resistance: What Happens Next?,07-Jan-20,0.0,,
7099,Bitcoin Increase Driven by $500M Rise in Tether’s Market Capitalization,07-Jan-20,0.4,,
7100,Iran Could Use Cyber-Attacks to Avenge Soleimani’s Assassination,07-Jan-20,-0.7,,
7101,SEC Unveils Its Priorities for Cryptocurrencies in 2020,07-Jan-20,0.1,,
7102,Dash (DASH) Breaks out Above 5-Month Resistance Line,07-Jan-20,0.7,,
7103,"XRP Briefly Traded at More Than $8,300 and Nobody Noticed",07-Jan-20,0.3,,
7104,"Entanglement for Quantum Computing Chips Achieved, Will Bitcoin Keep Up?",07-Jan-20,-0.2,,
7105,Ontology (ONT) Attempts to Move Above Its Accumulation Range,07-Jan-20,0.3,,
7106,Bitcoin Naysayer’s Doomsday Prediction Perfectly Called the Bottom (Again),07-Jan-20,-0.4,,
7107,"Bitcoin, Gold, and Oil See Price Spike Following US Strike on Iranian General",07-Jan-20,0.4,,
7108,Bitcoin Analysis for 2020-01-07 [Premium Analysis],07-Jan-20,0.1,,
7109,Bitcoin Grows in Value While Fed Repo Intervention Makes History,07-Jan-20,0.3,,
7110,LFE Group to Develop a “First of Its Kind” iGaming & Lottery Platform With Bravio,07-Jan-20,0.1,,
7111,"Ethereum Classic (ETC) Could Reach Highs of 74,000 Satoshis Before Correcting",07-Jan-20,0.7,,
7112,Bitcoin Halving Priced In: Analyst Weighs the Evidence,07-Jan-20,0.1,,
7113,Will EOS Be Successful In Reclaiming Previous Support?,06-Jan-20,0.1,,
7114,‘Iran Buying Bitcoin’ Narrative Quashed by LocalBitcoins Data,06-Jan-20,-0.3,,
7115,"Hackers Compromise School Software Provider, Steal Users Personal Data",06-Jan-20,-0.8,,
7116,Is Samsung’s Project Neon About to Be the Next Big Thing?,06-Jan-20,0.1,,
7117,IOTA (MIOTA) Breaks out Above Resistance: What’s Next?,06-Jan-20,0.5,,
7118,Binance Delists Coinbase Stablecoin USDC Trading Pairs,06-Jan-20,-0.3,,
7119,Thousands of Bomb Threats Reported in Russia After Oligarch Linked to $450M Bitcoin Hack,06-Jan-20,-0.9,,
7120,XRP Price Increase: Insider Trading Pump or New Upward Movement?,06-Jan-20,0.3,,
7121,Algorand (ALGO) Could Fall to $0.20 After Breaking This Support Level,04-Apr-24,-0.6,,
7122,"Turbulence in Crypto: Wormhole’s Fall, Ethena’s Rise, and Waves’ Uncertain Future",04-Apr-24,-0.5,,
7123,Two Reasons Why Fantom (FTM) Price Could Drop By 38%,04-Apr-24,-0.7,,
7124,VanEck’s Bold Prediction: Ethereum Layer-2 Networks to Reach $1 Trillion Valuation,04-Apr-24,0.8,,
7125,Galaxy Digital Backs Crypto Startups with Its Latest $100 Million Fund,04-Apr-24,0.6,,
7126,Wormhole Woes: Token Plunges 26% Amid Airdrop Frenzy and Phishing Scams,04-Apr-24,-0.8,,
7127,Bitcoin Cash (BCH) Price Fluctuates After Halving Event,04-Apr-24,0.1,,
7128,Crypto Whales Buy $24.8 Million in Injective (INJ): Price Impact,04-Apr-24,0.5,,
7129,$739.7 Million in Crypto Hacked in Q1 2024: Cyvers,03-Apr-24,-0.7,,
7130,What’s Next for TRON (TRX) Price Following a 20% Correction,03-Apr-24,-0.4,,
7131,This Is the Impact a Death Cross Could Have on Polkadot (DOT) Price,03-Apr-24,-0.5,,
7132,"Crypto, Bitcoin Billionaires Increase by 50% in One Year",03-Apr-24,0.4,,
7133,Toncoin (TON) Consolidates: Two Price Points to Watch,03-Apr-24,0.1,,
7134,DeFi Architect Andre Cronje Questions If Ethena (USDe) Is the Next TerraUSD,03-Apr-24,-0.3,,
7135,Solana (SOL) Price at Risk of Steeper Correction,03-Apr-24,-0.5,,
7136,Coinbase Readies to Integrate the Bitcoin Lightning Network,03-Apr-24,0.2,,
7137,BNB Rallies to 5-Month High Despite SEC Demanding $4 Billion Fine – Is $300 Next?,21-Nov-23,-0.4,,
7138,Ripple Moves $55 Million Worth of XRP Amid Market Downtrend,21-Nov-23,0.1,,
7139,Chainlink (LINK) Price Dip: Can Whales Propel It to $20?,21-Nov-23,0.3,,
7140,Will ApeCoin (APE) Price Find Support at $1.50 and Push Toward $2?,21-Nov-23,0.2,,
7141,Arbitrum (ARB) Whales Are Selling Fast: Big Price Correction Ahead?,21-Nov-23,-0.6,,
7142,Why a Spot Bitcoin ETF Launch is Fundamentally Positive: Pantera Capital,21-Nov-23,0.8,,
7143,"US Justice Department Seeks $4B From Binance to Settle Case, BNB Reacts",21-Nov-23,-0.6,,
7144,SEC War on Crypto Continues With Kraken Targeted in Latest Lawsuit ,21-Nov-23,-0.7,,
7145,"Ethereum Exchange Supply Hits 5-Year Low: Will It Propel ETH to $4,000?",20-Nov-23,0.5,,
7146,Polygon (MATIC) Price Stumbles Near $1 – Can It Overcome 700-Day Resistance?,20-Nov-23,0.1,,
7147,Tether Freezes 225 Million in USDT Linked to Human Trafficking,20-Nov-23,-0.6,,
7148,PEPE Re-Enters Top 100 Rankings as $500K Token Distribution Begins – Is It Bullish for Price,20-Nov-23,0.4,,
7149,Solana (SOL) Reclaims $60 – Is Price Heading to a New Yearly High Next?,20-Nov-23,0.6,,
7150,This Crypto Exchange Acquired Crypto Media Company CoinDesk: Report,20-Nov-23,0.1,,
7151,Warning: Loopring (LRC) X Account Compromised by Phishing Attackers,20-Nov-23,-0.7,,
7152,Dogecoin Ready for Lift Off: Can New Mission Send DOGE to the Moon?,20-Nov-23,0.5,,
7153,Telegram Breaks Silence on TON and Gram as SEC Battle Continues,06-Jan-20,0.1,,
7154,TRON to Support Still-Unnamed Privacy Coins,06-Jan-20,0.1,,
7155,XRP Insider Trading Seen After Binance Adds Futures,06-Jan-20,-0.6,,
7156,Binance USD Stablecoin Pleases Tough New York Regulators,06-Jan-20,0.6,,
7157,Tesla and Bitcoin Prices Spike as Elon Musk Reverses His Trend,06-Jan-20,0.5,,
7158,Bitcoin Analysis for 2020-01-06 [Premium Analysis],06-Jan-20,0.1,,
7159,"Bitcoin Heading Towards $8,570 According to This New Indicator",06-Jan-20,0.1,,
7160,"Global Politics, Jobs Report Could Cause Chaos for Stocks, Bitcoin",06-Jan-20,-0.2,,
7161,"Bitcoin Hashrate at ATH, but Prices May Be Unaffected",05-Jan-20,0.1,,
7162,Turkey’s Regulatory Board CMB Moves Against Bitcoin,05-Jan-20,-0.7,,
7163,FDA Places Ban on Most Flavored E-Cigarettes,05-Jan-20,0.0,,
7164,"Cryptocurrency Can Fix a Sinking Economy, Even as Stock Market Booms",05-Jan-20,0.3,,
7165,Where Will BCH Go If It Breaks out From Its Range?,05-Jan-20,0.1,,
7166,Central Bank of Venezuela Running Node For This Micro-Cap Bolivar Altcoin,05-Jan-20,0.1,,
7167,XRP’s Previous Pattern Indicates Beginning of Bullish Market Cycle,05-Jan-20,0.5,,
7168,"No, Bitcoin Is Not Selling for $24,000 in Iran",04-Jan-20,-0.2,,
7169,Federal Reserve Adds Another $57.7B to ‘Calm Markets’ for 2020—Yet Another Case for Bitcoin,04-Jan-20,0.3,,
7170,Malware Attack Forces Travelex to Suspend Services,04-Jan-20,-0.4,,
7171,Law Firm Sued for Advising Fund That Cryptocurrency Assets Are Not Securities,04-Jan-20,-0.3,,
7172,Monero Makes Another Attempt at Moving Above Resistance,04-Jan-20,0.3,,
7173,Here’s How Many Hours the Average American Needs to Work to Earn 1 Bitcoin,04-Jan-20,0.1,,
7174,Bitcoin Trading Volumes Soar in Venezuela and Other Inflation Stricken Countries,04-Jan-20,0.3,,
7175,Bitcoin Swells by $7.6 Billion in Just Hours: Does Pump Suggest Safe Haven or Speculation?,03-Jan-20,0.4,,
7176,Cryptocurrency Trading to Be Even More Dominated by Robots in the 2020s,03-Jan-20,0.1,,
7177,PlayFuel (PLF) Token Lists on 8 Exchanges Before 2020,03-Jan-20,0.1,,
7178,Bitcoin Analysis for 2020-01-03 [Premium Analysis],03-Jan-20,0.1,,
7179,CryptoSlots Launches Epic New Slot Series,03-Jan-20,0.1,,
7180,"Ravencoin, Enjin Coin, and Theta – Looking At The 2020 Potential [Premium Analysis]",03-Jan-20,0.1,,
7181,"‘Hidden Recession’ Could Spell Financial Disaster for US Economy, Not Bitcoin",03-Jan-20,-0.4,,
7182,XRP Price Holds as Ripple Transfers Itself 200 Million Coins From Escrow,03-Jan-20,0.1,,
7183,Celebrate Bitcoin’s Birthday by Taking Back Your Monetary Sovereignty,02-Jan-20,0.2,,
7184,Ripple Celebrates 2020 Early After Unlocking 1 Billion XRP From Escrow,02-Jan-20,0.1,,
7185,Will ICON (ICX) Break out From Its Long-Term Downward Trend? [Premium Analysis],02-Jan-20,0.1,,
7186,Bitcoin Analysis for 2020-01-02 [Premium Analysis],02-Jan-20,0.1,,
7187,Continued Spread of Bitcoin ATMs Normalizing Cryptocurrency Around the World,02-Jan-20,0.3,,
7188,Litecoin Community Calls out Charlie Lee to Fund Privacy Upgrade,02-Jan-20,-0.2,,
7189,Bitcoin to $1 Million: Community Optimistic About BTC’s Second Decade,01-Jan-20,0.7,,
7190,Study Reveals that Hackers Prefer Targeting iPhones and Instagram,01-Jan-20,0.0,,
7191,Is Bitcoin About to Pump and Dump in January?,01-Jan-20,-0.1,,
7192,Ravencoin Could Make a Move Towards Range Highs [Premium Analysis],01-Jan-20,0.1,,
7193,How Do Traders Short Bitcoin With Bexplus,01-Jan-20,0.1,,
7194,"The Waves Price Breaks Out, Is Targeting 16,000 Satoshis [Premium Analysis]",01-Jan-20,0.5,,
7195,"Fed Restarts Quantitative Easing, Raising Questions on Economy",01-Jan-20,-0.3,,
